soil_type,nitrogen,phosphorus,potassium,organic_carbon,pH,recommended_crop,recommended_fertilizer
Laterite,15.52,11.39,125.17,0.58,5.43,Rubber,Organic Mix
Alluvial,77.91,31.05,189.6,1.13,7.42,Rice,NPK 10:26:26
Laterite,14.3,9.22,86.09,0.59,4.96,Cashew,Organic Compost
Black,36.89,17.88,261.51,2.13,7.59,Cotton,NPK 20:20:0
Black,28.91,13.33,281.92,1.11,8.21,Cotton,Potash + Urea
Laterite,25.87,4.65,83.55,0.38,4.78,Cashew,Organic Compost
Laterite,31.62,9.46,108.02,0.25,5.01,Rubber,Organic Compost
Laterite,13.62,10.99,94.75,0.49,5.39,Cashew,Organic Compost
Alluvial,55.09,38.51,176.44,1.03,7.22,Rice,Urea + MOP
Black,34.7,13.78,328.68,1.39,8.4,Pulses,NPK 20:20:0
Red,40.45,14.35,161.57,0.73,6.2,Millets,Gypsum + SSP
Laterite,10.15,7.54,84.78,0.53,5.55,Rubber,Organic Mix
Red,35.55,11.56,111.71,0.44,5.67,Maize,SSP + Urea
Laterite,12.75,3.14,113.92,0.69,5.47,Tea,Organic Compost
Black,23.36,9.73,330.87,1.6,7.93,Cotton,NPK 20:20:0
Red,44.4,13.23,130.87,0.83,5.79,Groundnut,SSP + Urea
Alluvial,64.28,27.41,191.03,1.39,7.13,Wheat,NPK 10:26:26
Laterite,17.33,7.43,93.71,0.59,5.71,Rubber,Organic Compost
Red,50.94,16.61,142.26,0.8,6.51,Maize,SSP + Urea
Red,45.84,9.23,151.17,0.42,6.27,Groundnut,Gypsum + SSP
Laterite,14.18,10.68,115.34,0.58,4.58,Cashew,Organic Compost
Alluvial,75.28,21.73,182.53,0.91,6.92,Wheat,NPK 10:26:26
Black,42.77,16.87,292.33,1.43,7.58,Cotton,NPK 20:20:0
Alluvial,58.79,24.08,202.43,0.99,6.92,Sugarcane,Urea + MOP
Laterite,28.52,4.97,83.26,0.58,5.57,Rubber,Organic Mix
Laterite,16.47,7.92,90.53,0.58,4.78,Cashew,Organic Compost
Black,42.69,13.57,292.66,1.9,7.67,Cotton,NPK 20:20:0
Red,61.12,8.54,118.96,0.49,6.35,Maize,SSP + Urea
Red,47.15,10.55,126.29,0.64,6.28,Groundnut,Gypsum + SSP
Alluvial,59.72,28.13,169.79,0.93,6.98,Wheat,NPK 10:26:26
Laterite,12.98,8.0,82.43,0.64,4.68,Tea,Organic Compost
Red,30.48,17.07,165.64,0.53,5.8,Groundnut,Gypsum + SSP
Laterite,24.08,6.47,121.73,0.34,4.52,Rubber,Organic Mix
Black,31.64,21.18,309.36,1.29,7.61,Cotton,Potash + Urea
Laterite,22.48,9.72,127.95,0.39,4.75,Rubber,Organic Mix
Laterite,29.52,8.37,110.76,0.61,5.58,Cashew,Organic Compost
Laterite,19.02,5.13,95.48,0.6,5.57,Rubber,Organic Mix
Alluvial,56.91,25.07,216.55,1.0,6.73,Rice,Urea + MOP
Alluvial,68.29,39.45,158.89,1.16,7.22,Rice,NPK 10:26:26
Alluvial,86.81,28.51,186.83,1.03,7.2,Rice,Urea + DAP
Red,35.96,14.95,134.21,0.73,5.47,Maize,Gypsum + SSP
Black,42.82,23.88,250.55,2.03,8.43,Cotton,Potash + Urea
Alluvial,75.58,34.43,204.35,1.11,6.91,Maize,Urea + MOP
Laterite,13.78,5.72,98.83,0.54,5.17,Tea,Organic Mix
Alluvial,78.01,32.78,212.76,1.25,7.29,Sugarcane,NPK 10:26:26
Laterite,26.83,8.32,92.22,0.62,5.49,Tea,Organic Mix
Alluvial,90.64,32.7,204.1,0.78,7.05,Maize,Urea + MOP
Laterite,18.82,7.91,118.12,0.58,5.02,Rubber,Organic Compost
Laterite,10.23,8.66,115.32,0.37,5.16,Tea,Organic Compost
Red,26.52,12.47,127.92,0.78,5.4,Millets,Gypsum + SSP
Red,47.35,11.07,114.5,0.45,5.83,Maize,SSP + Urea
Red,33.83,16.96,143.83,0.54,5.9,Groundnut,Gypsum + SSP
Laterite,10.32,10.92,91.72,0.39,4.67,Tea,Organic Mix
Alluvial,86.08,38.79,155.89,1.32,6.35,Wheat,Urea + MOP
Alluvial,67.97,27.42,164.18,0.99,6.76,Wheat,NPK 10:26:26
Laterite,15.34,8.62,120.05,0.39,5.28,Tea,Organic Mix
Alluvial,76.02,29.81,200.59,0.86,6.95,Maize,NPK 10:26:26
Laterite,31.16,8.29,114.41,0.64,4.96,Cashew,Organic Compost
Laterite,21.68,10.06,126.61,0.65,5.27,Tea,Organic Mix
Red,48.09,11.74,160.32,0.83,5.57,Millets,Gypsum + SSP
Laterite,29.07,8.45,104.31,0.35,4.68,Tea,Organic Compost
Black,30.21,12.85,309.41,1.45,7.56,Cotton,NPK 20:20:0
Laterite,24.62,5.8,94.02,0.67,4.51,Rubber,Organic Compost
Laterite,34.88,6.47,118.19,0.5,5.53,Tea,Organic Mix
Red,36.32,9.63,145.02,0.52,5.97,Millets,SSP + Urea
Red,41.93,12.1,146.05,0.55,5.87,Millets,SSP + Urea
Red,36.77,10.44,137.88,0.47,5.65,Groundnut,Gypsum + SSP
Alluvial,84.62,31.91,197.39,0.88,6.6,Wheat,Urea + DAP
Red,52.32,16.0,115.67,0.83,5.74,Groundnut,Gypsum + SSP
Red,32.32,11.1,126.25,0.71,6.27,Maize,SSP + Urea
Red,25.35,18.66,161.12,0.56,6.25,Groundnut,SSP + Urea
Black,27.46,19.03,314.06,1.33,7.74,Cotton,Potash + Urea
Laterite,12.42,7.11,81.81,0.47,4.72,Tea,Organic Compost
Alluvial,72.82,34.6,188.13,0.92,6.81,Wheat,Urea + MOP
Red,35.21,16.76,121.17,0.5,6.37,Maize,SSP + Urea
Black,40.34,14.02,264.68,1.67,7.46,Pulses,NPK 20:20:0
Laterite,29.5,9.38,95.41,0.58,5.68,Cashew,Organic Mix
Laterite,14.57,7.31,124.73,0.35,5.05,Rubber,Organic Mix
Red,39.65,14.16,158.7,0.5,5.88,Maize,Gypsum + SSP
Red,52.02,16.0,156.69,0.76,5.8,Maize,SSP + Urea
Alluvial,87.58,21.75,159.74,1.28,6.57,Wheat,Urea + DAP
Red,38.07,9.19,144.77,0.59,5.52,Maize,SSP + Urea
Laterite,32.87,9.28,87.07,0.66,4.86,Tea,Organic Mix
Alluvial,84.82,37.29,205.71,1.29,6.45,Rice,Urea + DAP
Laterite,12.19,6.61,89.06,0.44,5.36,Cashew,Organic Compost
Alluvial,87.25,29.53,208.36,0.76,7.24,Sugarcane,NPK 10:26:26
Red,52.76,18.87,133.58,0.56,5.85,Groundnut,SSP + Urea
Alluvial,64.85,37.92,171.13,0.94,6.89,Sugarcane,NPK 10:26:26
Laterite,19.01,12.24,114.04,0.56,5.57,Cashew,Organic Mix
Laterite,23.5,8.24,88.39,0.53,5.27,Rubber,Organic Mix
Red,57.37,10.2,160.33,0.47,5.68,Groundnut,SSP + Urea
Red,44.43,17.72,166.21,0.65,6.26,Millets,SSP + Urea
Laterite,16.08,10.73,120.73,0.64,5.62,Rubber,Organic Mix
Red,40.49,7.45,121.32,0.5,5.72,Millets,Gypsum + SSP
Red,27.54,17.29,126.28,0.49,6.25,Maize,SSP + Urea
Red,56.83,19.89,136.39,0.56,5.52,Millets,Gypsum + SSP
Red,57.12,10.58,156.82,0.47,6.19,Millets,Gypsum + SSP
Red,28.32,13.45,167.02,0.58,6.42,Maize,SSP + Urea
Red,46.15,16.09,121.85,0.54,5.78,Maize,Gypsum + SSP
Alluvial,70.09,23.85,176.24,1.24,7.13,Sugarcane,Urea + MOP
Alluvial,62.98,31.81,173.64,0.81,7.1,Sugarcane,Urea + MOP
Black,33.83,9.73,266.34,1.28,7.16,Cotton,NPK 20:20:0
Black,41.87,23.02,260.17,1.56,8.03,Pulses,NPK 20:20:0
Red,52.86,10.6,129.84,0.69,5.69,Groundnut,Gypsum + SSP
Laterite,24.84,4.99,114.11,0.3,5.35,Cashew,Organic Compost
Black,42.2,17.48,297.38,1.45,7.43,Pulses,NPK 20:20:0
Alluvial,68.09,36.4,149.49,1.12,7.17,Sugarcane,Urea + MOP
Alluvial,68.07,33.45,173.78,1.26,7.51,Rice,NPK 10:26:26
Alluvial,76.27,39.92,182.02,1.16,6.63,Rice,NPK 10:26:26
Black,44.69,23.98,256.22,2.08,7.29,Soybean,NPK 20:20:0
Black,31.94,23.04,267.31,1.64,7.61,Pulses,Potash + Urea
Red,44.59,10.28,145.44,0.55,5.71,Groundnut,Gypsum + SSP
Laterite,26.75,11.0,84.14,0.58,5.37,Cashew,Organic Compost
Black,36.02,10.6,245.82,1.29,7.96,Soybean,Potash + Urea
Black,23.14,25.33,286.69,1.7,8.17,Pulses,NPK 20:20:0
Alluvial,59.58,31.82,202.89,0.81,7.27,Sugarcane,NPK 10:26:26
Alluvial,63.41,36.01,187.16,1.06,6.44,Sugarcane,Urea + DAP
Black,32.17,15.91,334.66,1.43,7.13,Cotton,Potash + Urea
Black,38.85,22.44,343.61,1.46,7.67,Pulses,Potash + Urea
Black,24.35,23.35,340.28,1.98,7.95,Pulses,Potash + Urea
Alluvial,63.77,23.11,221.76,1.04,6.67,Wheat,Urea + MOP
Black,31.82,12.71,273.85,2.24,7.53,Pulses,NPK 20:20:0
Alluvial,61.33,42.5,205.72,1.16,7.34,Maize,NPK 10:26:26
Laterite,17.71,6.81,110.66,0.55,5.22,Tea,Organic Compost
Laterite,10.23,4.67,80.46,0.48,5.32,Cashew,Organic Compost
Alluvial,75.48,29.0,200.02,1.24,7.49,Sugarcane,Urea + MOP
Black,34.17,13.74,277.99,2.09,7.56,Cotton,NPK 20:20:0
Black,39.76,14.78,314.97,1.05,7.39,Cotton,Potash + Urea
Black,18.3,12.83,286.89,1.07,8.36,Pulses,NPK 20:20:0
Laterite,18.11,9.95,109.44,0.44,5.78,Tea,Organic Mix
Red,33.68,14.22,115.8,0.58,5.89,Maize,Gypsum + SSP
Black,38.1,16.33,257.89,2.11,8.25,Cotton,NPK 20:20:0
Laterite,34.37,6.47,109.0,0.35,5.11,Tea,Organic Compost
Alluvial,66.55,24.71,157.9,1.37,7.24,Sugarcane,NPK 10:26:26
Black,41.86,14.26,338.48,1.79,7.71,Pulses,Potash + Urea
Alluvial,63.77,40.58,179.52,1.39,7.17,Maize,NPK 10:26:26
Black,32.14,20.16,309.89,1.93,7.04,Soybean,NPK 20:20:0
Laterite,29.65,9.31,108.48,0.72,4.72,Rubber,Organic Compost
Red,46.19,17.92,128.45,0.73,6.17,Millets,SSP + Urea
Laterite,25.83,4.73,94.68,0.42,5.36,Tea,Organic Mix
Red,35.63,14.16,139.52,0.74,5.94,Maize,SSP + Urea
Laterite,10.97,4.56,116.17,0.21,5.81,Cashew,Organic Compost
Laterite,19.35,8.42,94.76,0.52,4.78,Rubber,Organic Compost
Red,28.37,10.6,165.87,0.85,6.08,Millets,Gypsum + SSP
Alluvial,76.27,28.89,185.14,1.33,7.26,Sugarcane,Urea + DAP
Alluvial,68.13,30.63,184.38,1.08,7.37,Sugarcane,NPK 10:26:26
Laterite,24.42,11.64,106.63,0.48,4.87,Tea,Organic Compost
Alluvial,54.54,23.45,212.43,1.05,7.37,Rice,Urea + DAP
Red,40.74,11.38,132.47,0.86,6.37,Groundnut,Gypsum + SSP
Alluvial,76.04,34.66,201.8,1.05,6.6,Maize,NPK 10:26:26
Alluvial,56.25,38.24,178.59,0.8,6.54,Sugarcane,NPK 10:26:26
Black,37.24,13.76,256.23,1.29,8.31,Soybean,NPK 20:20:0
Alluvial,85.75,29.03,214.34,1.06,6.99,Maize,NPK 10:26:26
Black,28.91,23.27,317.69,2.1,7.8,Cotton,NPK 20:20:0
Alluvial,88.75,35.95,181.83,1.24,6.29,Sugarcane,Urea + DAP
Red,53.53,14.29,117.87,0.64,6.27,Millets,SSP + Urea
Alluvial,70.46,22.63,164.57,1.33,7.21,Sugarcane,NPK 10:26:26
Alluvial,76.21,21.78,151.51,1.27,6.79,Maize,NPK 10:26:26
Black,41.97,22.63,310.55,1.15,8.27,Cotton,NPK 20:20:0
Alluvial,91.04,27.25,217.3,1.32,6.96,Wheat,Urea + DAP
Laterite,12.74,5.53,110.73,0.46,5.33,Cashew,Organic Mix
Alluvial,64.36,27.88,209.39,1.11,7.04,Wheat,NPK 10:26:26
Black,34.76,16.19,264.18,1.71,7.51,Pulses,NPK 20:20:0
Red,47.19,18.39,158.95,0.81,6.17,Millets,Gypsum + SSP
Black,43.45,23.71,309.33,1.7,7.3,Soybean,NPK 20:20:0
Alluvial,67.59,35.25,188.19,0.99,7.23,Maize,Urea + MOP
Red,54.41,10.57,158.53,0.72,6.18,Maize,SSP + Urea
Red,39.85,15.15,163.5,0.56,6.01,Groundnut,Gypsum + SSP
Alluvial,73.09,32.83,164.79,0.83,7.09,Wheat,Urea + DAP
Alluvial,89.91,34.53,212.73,1.14,7.28,Wheat,Urea + DAP
Alluvial,71.53,19.71,161.35,0.85,6.86,Rice,Urea + MOP
Alluvial,83.2,41.65,157.66,1.01,7.5,Wheat,Urea + DAP
Red,36.56,10.84,158.74,0.73,6.02,Millets,Gypsum + SSP
Black,45.96,24.74,279.89,1.73,7.84,Pulses,Potash + Urea
Red,55.41,10.35,156.71,0.62,5.97,Groundnut,Gypsum + SSP
Laterite,26.61,6.09,99.25,0.34,5.45,Cashew,Organic Mix
Laterite,14.65,10.09,81.6,0.59,4.81,Rubber,Organic Mix
Laterite,33.05,11.25,98.91,0.52,5.02,Rubber,Organic Compost
Red,53.54,15.22,152.15,0.88,6.1,Groundnut,SSP + Urea
Black,26.68,19.76,257.82,2.2,7.25,Soybean,Potash + Urea
Laterite,34.7,9.19,105.3,0.47,5.25,Cashew,Organic Mix
Black,24.82,24.35,258.18,1.48,7.31,Soybean,Potash + Urea
Black,23.36,19.81,266.32,0.92,7.77,Cotton,Potash + Urea
Alluvial,55.88,27.57,161.04,1.13,7.02,Sugarcane,Urea + DAP
Black,26.32,17.82,284.67,1.73,7.03,Soybean,NPK 20:20:0
Alluvial,54.11,31.45,184.15,1.21,7.18,Rice,Urea + MOP
Laterite,11.2,10.33,123.32,0.57,4.9,Cashew,Organic Mix
Black,31.75,10.58,282.97,1.13,7.9,Soybean,Potash + Urea
Black,35.43,12.19,301.25,2.04,7.65,Pulses,Potash + Urea
Red,56.39,8.51,135.1,0.52,6.26,Maize,Gypsum + SSP
Alluvial,90.0,25.96,209.63,0.9,6.66,Rice,Urea + DAP
Alluvial,72.18,20.27,197.72,1.19,7.18,Sugarcane,Urea + MOP
Black,40.12,20.35,295.62,2.15,8.41,Cotton,NPK 20:20:0
Red,52.07,8.52,119.48,0.46,6.17,Maize,Gypsum + SSP
Laterite,19.69,7.83,125.27,0.35,5.29,Rubber,Organic Mix
Red,34.8,7.74,163.62,0.61,5.51,Groundnut,Gypsum + SSP
Red,55.71,11.02,152.95,0.82,6.43,Millets,Gypsum + SSP
Black,38.52,14.19,334.42,1.46,7.86,Pulses,Potash + Urea
Laterite,19.22,7.86,107.42,0.56,5.09,Rubber,Organic Compost
Alluvial,77.78,27.81,211.59,0.77,6.72,Rice,Urea + MOP
Alluvial,59.54,40.24,167.93,1.36,6.6,Sugarcane,Urea + DAP
Black,45.76,15.86,313.74,1.69,8.18,Soybean,Potash + Urea
Laterite,15.63,9.34,107.47,0.58,5.38,Cashew,Organic Compost
Red,52.83,11.84,138.4,0.67,6.41,Millets,SSP + Urea
Laterite,33.11,10.51,109.69,0.56,4.43,Rubber,Organic Mix
Laterite,32.56,8.82,111.72,0.51,4.78,Tea,Organic Compost
Alluvial,88.39,36.0,209.05,1.22,6.98,Wheat,Urea + DAP
Black,45.45,26.1,285.21,1.19,7.52,Cotton,Potash + Urea
Laterite,26.07,10.22,100.0,0.7,4.67,Rubber,Organic Mix
Red,60.06,16.27,132.83,0.44,5.61,Groundnut,SSP + Urea
Black,38.09,15.19,250.84,1.52,8.33,Pulses,NPK 20:20:0
Alluvial,85.92,31.39,192.12,1.37,7.32,Rice,Urea + DAP
Alluvial,59.49,33.39,155.58,1.35,6.65,Rice,NPK 10:26:26
Red,40.48,18.68,124.59,0.56,5.55,Millets,SSP + Urea
Red,58.98,12.23,136.45,0.5,5.76,Maize,SSP + Urea
Black,18.69,19.02,275.31,2.09,8.17,Cotton,Potash + Urea
Laterite,18.04,8.22,106.38,0.35,5.74,Tea,Organic Mix
Laterite,14.45,6.24,127.66,0.33,5.18,Rubber,Organic Compost
Black,31.6,22.29,311.89,1.98,7.76,Pulses,Potash + Urea
Black,37.6,21.75,297.76,1.18,8.14,Cotton,NPK 20:20:0
Black,23.45,13.07,277.96,1.84,7.38,Pulses,NPK 20:20:0
Laterite,17.83,7.33,78.56,0.6,5.3,Rubber,Organic Mix
Red,49.78,11.12,137.28,0.39,5.75,Groundnut,Gypsum + SSP
Black,38.44,16.02,287.58,1.38,7.46,Soybean,Potash + Urea
Alluvial,76.09,35.67,179.32,1.23,7.24,Sugarcane,Urea + DAP
Black,44.07,11.12,260.81,1.8,7.5,Cotton,Potash + Urea
Red,37.27,9.66,130.31,0.44,5.77,Groundnut,Gypsum + SSP
Laterite,11.84,10.73,91.58,0.44,5.34,Cashew,Organic Mix
Alluvial,70.42,24.28,205.36,1.2,7.34,Sugarcane,NPK 10:26:26
Black,45.15,12.49,296.21,1.14,8.35,Cotton,NPK 20:20:0
Black,22.41,15.32,260.64,1.77,8.23,Soybean,NPK 20:20:0
Black,21.94,22.64,331.75,1.92,7.21,Cotton,Potash + Urea
Black,34.39,11.53,299.58,1.59,8.58,Soybean,NPK 20:20:0
Alluvial,71.47,27.08,189.58,0.89,6.89,Maize,Urea + DAP
Black,22.8,16.41,289.17,1.78,8.28,Soybean,Potash + Urea
Red,28.89,18.46,150.52,0.43,6.26,Maize,Gypsum + SSP
Laterite,25.69,10.91,128.8,0.46,4.73,Cashew,Organic Mix
Red,28.91,8.58,154.98,0.57,6.19,Millets,SSP + Urea
Laterite,28.1,12.09,112.11,0.61,5.51,Rubber,Organic Mix
Red,35.49,7.77,138.84,0.53,5.86,Millets,Gypsum + SSP
Black,27.93,16.97,296.86,1.5,7.59,Pulses,NPK 20:20:0
Red,28.13,12.9,170.9,0.52,5.7,Maize,Gypsum + SSP
Black,22.69,18.63,288.84,1.15,7.91,Soybean,NPK 20:20:0
Alluvial,72.8,25.55,157.73,1.21,6.54,Rice,Urea + DAP
Red,40.2,15.27,115.71,0.65,5.31,Maize,SSP + Urea
Red,45.08,12.83,159.37,0.67,6.35,Maize,Gypsum + SSP
Laterite,20.58,5.45,107.8,0.3,5.46,Tea,Organic Mix
Red,25.99,8.2,153.72,0.5,6.47,Groundnut,SSP + Urea
Laterite,32.46,5.68,125.23,0.53,5.53,Cashew,Organic Mix
Black,34.94,22.09,315.55,1.03,8.46,Cotton,NPK 20:20:0
Red,39.0,10.22,152.0,0.6,5.42,Groundnut,SSP + Urea
Laterite,27.34,5.71,78.11,0.35,4.78,Cashew,Organic Mix
Alluvial,67.77,21.62,201.67,1.47,7.36,Wheat,Urea + DAP
Alluvial,83.2,31.77,188.9,0.83,7.03,Sugarcane,Urea + MOP
Red,57.81,11.46,172.21,0.61,5.61,Maize,Gypsum + SSP
Alluvial,58.47,30.18,185.07,0.91,7.14,Maize,NPK 10:26:26
Laterite,35.87,6.52,81.49,0.36,4.98,Rubber,Organic Compost
Black,24.76,15.8,265.89,1.48,7.12,Cotton,NPK 20:20:0
Alluvial,69.76,29.56,171.68,1.02,7.38,Sugarcane,NPK 10:26:26
Black,30.05,21.41,288.37,1.43,7.22,Pulses,NPK 20:20:0
Black,41.7,11.56,294.42,1.72,8.39,Cotton,NPK 20:20:0
Alluvial,60.24,22.25,217.0,1.21,7.17,Maize,NPK 10:26:26
Black,24.13,12.12,246.41,1.55,7.82,Cotton,Potash + Urea
Laterite,30.0,5.49,118.8,0.73,4.33,Cashew,Organic Mix
Red,27.36,8.01,143.5,0.58,6.47,Millets,SSP + Urea
Laterite,23.77,5.17,115.2,0.33,5.21,Rubber,Organic Mix
Laterite,13.08,9.27,105.79,0.25,5.4,Cashew,Organic Compost
Black,39.59,10.74,306.4,1.73,8.18,Cotton,Potash + Urea
Alluvial,56.91,40.72,188.27,1.28,6.43,Wheat,NPK 10:26:26
Laterite,16.85,4.58,106.67,0.69,5.52,Tea,Organic Compost
Alluvial,80.81,31.9,190.38,0.98,6.46,Maize,Urea + DAP
Laterite,36.38,8.07,128.19,0.37,5.73,Tea,Organic Mix
Black,23.19,15.63,282.45,1.68,7.63,Pulses,NPK 20:20:0
Black,21.21,24.02,255.09,1.56,7.53,Soybean,Potash + Urea
Black,30.8,12.03,295.54,1.24,8.13,Pulses,NPK 20:20:0
Red,32.72,14.08,156.32,0.42,5.88,Millets,Gypsum + SSP
Black,20.62,14.02,300.58,1.94,7.17,Soybean,NPK 20:20:0
Alluvial,78.62,35.45,189.42,0.93,6.6,Sugarcane,Urea + MOP
Red,32.69,10.5,118.6,0.52,6.07,Maize,Gypsum + SSP
Red,38.75,17.56,166.96,0.69,6.3,Groundnut,SSP + Urea
Black,37.02,11.9,334.27,1.1,7.28,Pulses,NPK 20:20:0
Black,32.4,22.98,260.57,1.45,8.35,Soybean,Potash + Urea
Laterite,35.09,11.06,121.07,0.46,4.69,Tea,Organic Compost
Black,39.08,22.19,253.38,2.09,7.77,Soybean,NPK 20:20:0
Red,57.5,17.12,164.0,0.91,6.24,Millets,SSP + Urea
Black,32.47,15.41,250.8,2.11,8.54,Soybean,Potash + Urea
Alluvial,61.12,38.35,177.05,1.33,6.95,Maize,Urea + DAP
Black,26.12,20.56,262.4,1.7,8.47,Pulses,NPK 20:20:0
Alluvial,53.19,20.71,217.63,1.25,6.73,Maize,Urea + DAP
Laterite,22.01,4.63,94.98,0.42,4.84,Rubber,Organic Mix
Black,36.32,21.65,243.44,1.9,7.1,Soybean,NPK 20:20:0
Black,17.98,25.4,293.99,1.16,7.36,Pulses,Potash + Urea
Laterite,19.89,8.0,130.31,0.46,4.97,Cashew,Organic Compost
Laterite,12.67,4.49,80.71,0.67,5.4,Rubber,Organic Compost
Alluvial,60.91,27.51,170.13,1.19,7.27,Sugarcane,NPK 10:26:26
Alluvial,78.55,27.49,147.76,0.96,7.11,Wheat,Urea + MOP
Laterite,16.18,7.16,109.3,0.76,4.61,Cashew,Organic Compost
Alluvial,87.66,27.16,178.77,0.95,7.42,Maize,Urea + MOP
Red,44.14,13.15,156.97,0.51,5.31,Millets,Gypsum + SSP
Black,25.24,17.95,260.92,1.11,8.53,Soybean,Potash + Urea
Alluvial,64.88,39.53,159.68,1.32,7.18,Wheat,Urea + MOP
Laterite,34.06,6.23,104.51,0.68,4.65,Tea,Organic Mix
Black,32.95,8.83,268.5,1.44,7.87,Pulses,NPK 20:20:0
Black,39.11,15.56,295.12,1.58,7.69,Cotton,NPK 20:20:0
Laterite,17.71,7.81,121.8,0.32,5.02,Cashew,Organic Mix
Red,57.73,12.66,107.24,0.48,5.86,Groundnut,Gypsum + SSP
Alluvial,88.4,32.33,184.87,0.85,7.28,Sugarcane,Urea + MOP
Black,46.75,24.02,256.0,1.49,7.35,Soybean,NPK 20:20:0
Alluvial,69.73,37.85,150.66,1.28,6.83,Sugarcane,Urea + MOP
Laterite,21.5,9.72,102.74,0.5,5.22,Rubber,Organic Mix
Alluvial,71.21,32.89,199.08,1.1,6.9,Rice,Urea + DAP
Laterite,21.64,7.23,106.65,0.55,5.34,Tea,Organic Mix
Red,30.2,14.95,137.24,0.63,5.73,Groundnut,Gypsum + SSP
Black,43.46,14.97,287.38,1.59,7.32,Cotton,NPK 20:20:0
Red,56.06,15.78,168.25,0.7,6.35,Groundnut,Gypsum + SSP
Laterite,10.75,12.69,122.13,0.33,5.3,Cashew,Organic Mix
Black,29.51,24.43,250.09,1.21,7.38,Soybean,NPK 20:20:0
Black,37.31,15.99,252.93,1.35,8.1,Cotton,Potash + Urea
Alluvial,58.0,33.91,203.99,1.38,6.61,Rice,NPK 10:26:26
Red,22.33,9.99,105.5,0.37,6.38,Groundnut,SSP + Urea
Red,50.85,13.48,126.92,0.46,6.11,Groundnut,Gypsum + SSP
Laterite,21.27,9.87,119.93,0.53,4.58,Rubber,Organic Mix
Laterite,18.5,8.25,125.0,0.31,4.78,Rubber,Organic Mix
Red,27.94,10.32,152.06,0.93,6.44,Maize,SSP + Urea
Laterite,34.69,11.23,125.92,0.47,4.75,Tea,Organic Compost
Alluvial,79.98,33.07,190.32,1.14,7.37,Maize,Urea + DAP
Black,32.97,16.63,301.73,1.57,7.47,Soybean,NPK 20:20:0
Alluvial,65.52,34.1,192.39,0.87,6.43,Maize,Urea + DAP
Alluvial,83.74,23.58,153.77,1.26,7.06,Sugarcane,Urea + MOP
Red,38.28,8.02,175.49,0.45,6.07,Millets,Gypsum + SSP
Red,55.34,13.35,156.92,0.7,5.63,Maize,SSP + Urea
Black,23.96,19.04,288.74,2.22,7.44,Soybean,Potash + Urea
Red,34.55,13.95,132.16,0.46,6.42,Groundnut,SSP + Urea
Alluvial,86.88,30.98,159.47,0.87,6.69,Maize,Urea + DAP
Red,44.11,7.26,124.39,0.68,5.49,Millets,Gypsum + SSP
Red,55.22,16.25,155.7,0.73,6.39,Maize,Gypsum + SSP
Alluvial,57.24,26.09,177.64,1.18,7.27,Rice,NPK 10:26:26
Black,34.61,22.37,277.3,1.05,7.97,Cotton,NPK 20:20:0
Black,38.65,8.84,322.65,1.08,7.92,Cotton,Potash + Urea
Alluvial,84.42,26.27,192.02,1.17,6.9,Sugarcane,Urea + MOP
Alluvial,83.93,22.36,150.7,1.09,6.55,Sugarcane,Urea + MOP
Alluvial,58.88,21.87,173.3,0.87,7.27,Maize,Urea + MOP
Laterite,25.63,11.37,85.41,0.52,4.93,Rubber,Organic Mix
Laterite,13.66,5.67,89.3,0.37,5.14,Cashew,Organic Mix
Red,44.45,11.41,121.62,0.58,5.61,Millets,SSP + Urea
Laterite,10.28,11.17,98.34,0.68,4.94,Cashew,Organic Mix
Black,38.79,23.86,321.43,1.63,7.99,Cotton,Potash + Urea
Red,50.75,14.78,116.45,0.44,5.45,Groundnut,SSP + Urea
Laterite,19.64,7.21,95.58,0.59,5.5,Rubber,Organic Mix
Laterite,25.17,8.53,84.27,0.64,5.14,Rubber,Organic Compost
Black,29.09,13.38,269.71,1.92,7.32,Cotton,NPK 20:20:0
Laterite,27.95,8.23,85.94,0.46,4.75,Cashew,Organic Mix
Laterite,21.18,12.19,85.71,0.4,5.72,Tea,Organic Compost
Black,45.73,22.34,258.02,1.66,7.15,Pulses,NPK 20:20:0
Red,29.94,16.91,122.44,0.8,6.2,Groundnut,SSP + Urea
Alluvial,86.71,39.47,214.19,0.88,7.19,Rice,Urea + DAP
Alluvial,88.47,21.86,149.45,1.25,7.34,Rice,Urea + MOP
Red,47.67,15.17,151.68,0.85,5.84,Groundnut,SSP + Urea
Black,28.42,19.71,317.61,1.46,8.18,Pulses,NPK 20:20:0
Red,53.24,12.59,150.26,0.45,5.6,Maize,SSP + Urea
Alluvial,75.65,32.43,203.82,1.06,6.76,Wheat,Urea + MOP
Laterite,34.85,5.0,125.14,0.43,5.71,Cashew,Organic Compost
Black,26.17,13.94,320.99,1.82,7.19,Pulses,NPK 20:20:0
Laterite,13.84,9.02,111.01,0.33,5.25,Rubber,Organic Compost
Alluvial,64.9,29.09,173.23,1.13,7.04,Wheat,NPK 10:26:26
Red,49.91,13.13,149.17,0.82,5.62,Maize,Gypsum + SSP
Laterite,17.54,9.12,100.17,0.61,5.35,Rubber,Organic Compost
Black,41.07,17.05,314.68,1.73,7.52,Soybean,NPK 20:20:0
Black,41.9,10.94,274.4,2.1,8.31,Soybean,NPK 20:20:0
Alluvial,73.12,40.25,159.36,1.04,6.53,Maize,Urea + DAP
